x,y
-5.0,0.006737946999085467
-4.98998998998999,0.0068057326173412026
-4.97997997997998,0.006874200177743847
-4.96996996996997,0.006943356540820805
-4.95995995995996,0.007013208636118293
-4.94994994994995,0.007083763462895689
-4.93993993993994,0.007155028090826859
-4.92992992992993,0.007227009660708558
-4.91991991991992,0.007299715385175936
-4.90990990990991,0.007373152549425256
-4.8998998998999,0.007447328511943881
-4.88988988988989,0.0075222507052475985
-4.87987987987988,0.00759792663662537
-4.86986986986987,0.007674363888891569
-4.85985985985986,0.007751570121145787
-4.84984984984985,0.007829553069540286
-4.83983983983984,0.007908320548055169
-4.82982982982983,0.007987880449281346
-4.81981981981982,0.008068240745211386
-4.80980980980981,0.00814940948803832
-4.7997997997998,0.00823139481096247
-4.78978978978979,0.00831420492900642
-4.77977977977978,0.00839784813983816
-4.76976976976977,0.00848233282460252
-4.75975975975976,0.008567667448760983
-4.74974974974975,0.008653860562939921
-4.73973973973974,0.008740920803787383
-4.72972972972973,0.008828856894838494
-4.71971971971972,0.008917677647389571
-4.70970970970971,0.009007391961381015
-4.6996996996997,0.009098008826289099
-4.68968968968969,0.009189537322026726
-4.67967967967968,0.009281986619853242
-4.66966966966967,0.009375365983293414
-4.65965965965966,0.009469684769065637
-4.64964964964965,0.009564952428019495
-4.63963963963964,0.009661178506082738
-4.62962962962963,0.00975837264521781
-4.61961961961962,0.009856544584387963
-4.60960960960961,0.009955704160533138
-4.5995995995996,0.010055861309555611
-4.58958958958959,0.010157026067315606
-4.57957957957958,0.010259208570636879
-4.56956956956957,0.010362419058322454
-4.55955955955956,0.010466667872180552
-4.54954954954955,0.010571965458060866
-4.53953953953954,0.01067832236690123
-4.52952952952953,0.010785749255784847
-4.51951951951952,0.010894256889008134
-4.50950950950951,0.011003856139159324
-4.4994994994995,0.011114557988207903
-4.48948948948949,0.011226373528605024
-4.47947947947948,0.011339313964394976
-4.46946946946947,0.01145339061233785
-4.45945945945946,0.01156861490304348
-4.44944944944945,0.011684998382116818
-4.43943943943944,0.011802552711314801
-4.42942942942943,0.011921289669714886
-4.41941941941942,0.012041221154895315
-4.40940940940941,0.012162359184127277
-4.3993993993994,0.012284715895579041
-4.38938938938939,0.01240830354953223
-4.37937937937938,0.012533134529610291
-4.36936936936937,0.012659221344019377
-4.35935935935936,0.012786576626801658
-4.34934934934935,0.012915213139101286
-4.33933933933934,0.013045143770443059
-4.32932932932933,0.01317638154002398
-4.31931931931932,0.01330893959801779
-4.3093093093093096,0.013442831226892627
-4.2992992992992995,0.013578069842741953
-4.2892892892892895,0.013714668996628848
-4.2792792792792795,0.013852642375943858
-4.2692692692692695,0.013992003805776478
-4.2592592592592595,0.01413276725030044
-4.2492492492492495,0.014274946814172945
-4.2392392392392395,0.014418556743947963
-4.2292292292292295,0.014563611429503753
