x,y
-10.0,184.0
-9.97997997997998,183.04024144264386
-9.95995995995996,182.0828876924973
-9.93993993993994,181.1279387495604
-9.91991991991992,180.17539461383308
-9.8998998998999,179.22525528531534
-9.87987987987988,178.27752076400725
-9.85985985985986,177.33219104990874
-9.83983983983984,176.38926614301988
-9.81981981981982,175.4487460433406
-9.7997997997998,174.51063075087097
-9.77977977977978,173.57492026561093
-9.75975975975976,172.64161458756053
-9.73973973973974,171.7107137167197
-9.71971971971972,170.78221765308854
-9.6996996996997,169.85612639666695
-9.67967967967968,168.932439947455
-9.65965965965966,168.01115830545265
-9.63963963963964,167.09228147065988
-9.61961961961962,166.1758094430767
-9.5995995995996,165.26174222270322
-9.57957957957958,164.35007980953932
-9.55955955955956,163.44082220358501
-9.53953953953954,162.5339694048403
-9.51951951951952,161.6295214133052
-9.4994994994995,160.72747822897972
-9.47947947947948,159.82783985186387
-9.45945945945946,158.9306062819576
-9.43943943943944,158.035777519261
-9.41941941941942,157.14335356377396
-9.3993993993994,156.25333441549657
-9.37937937937938,155.36572007442876
-9.35935935935936,154.4805105405706
-9.33933933933934,153.59770581392203
-9.31931931931932,152.7173058944831
-9.2992992992993,151.83931078225376
-9.27927927927928,150.963720477234
-9.25925925925926,150.0905349794239
-9.23923923923924,149.21975428882337
-9.21921921921922,148.35137840543248
-9.1991991991992,147.4854073292512
-9.17917917917918,146.62184106027954
-9.15915915915916,145.76067959851744
-9.13913913913914,144.901922943965
-9.11911911911912,144.04557109662215
-9.0990990990991,143.19162405648893
-9.07907907907908,142.34008182356536
-9.05905905905906,141.4909443978513
-9.03903903903904,140.6442117793469
-9.01901901901902,139.79988396805217
-8.998998998999,138.95796096396697
-8.97897897897898,138.11844276709144
-8.95895895895896,137.2813293774255
-8.93893893893894,136.44662079496916
-8.91891891891892,135.61431701972245
-8.8988988988989,134.78441805168535
-8.87887887887888,133.95692389085787
-8.85885885885886,133.13183453723994
-8.83883883883884,132.3091499908317
-8.81881881881882,131.48887025163305
-8.7987987987988,130.670995319644
-8.77877877877878,129.85552519486455
-8.75875875875876,129.04245987729473
-8.73873873873874,128.23179936693452
-8.71871871871872,127.4235436637839
-8.6986986986987,126.61769276784295
-8.67867867867868,125.81424667911153
-8.65865865865866,125.01320539758979
-8.63863863863864,124.21456892327768
-8.618618618618619,123.4183372561751
-8.598598598598599,122.62451039628218
-8.578578578578579,121.83308834359886
-8.558558558558559,121.04407109812516
-8.538538538538539,120.2574586598611
-8.518518518518519,119.4732510288066
-8.498498498498499,118.69144820496174
-8.478478478478479,117.91205018832648
-8.458458458458459,117.13505697890085
-8.438438438438439,116.36046857668481
-8.418418418418419,115.58828498167841
-8.398398398398399,114.81850619388157
-8.378378378378379,114.05113221329438
-8.358358358358359,113.2861630399168
-8.338338338338339,112.52359867374884
-8.318318318318319,111.76343911479051
-8.298298298298299,111.00568436304172
-8.278278278278279,110.25033441850258
-8.258258258258259,109.4973892811731
-8.238238238238239,108.74684895105315
-8.218218218218219,107.99871342814288
-8.198198198198199,107.25298271244219
-8.178178178178179,106.50965680395112
-8.158158158158159,105.76873570266966
-8.138138138138139,105.03021940859782
-8.118118118118119,104.29410792173559
-8.098098098098099,103.56040124208292
-8.078078078078079,102.82909936963995
-8.058058058058059,102.10020230440654
-8.038038038038039,101.37371004638274
-8.018018018018019,100.64962259556859
-7.997997997997998,99.92793995196395
-7.977977977977978,99.20866211556903
-7.957957957957958,98.49178908638369
-7.937937937937938,97.77732086440794
-7.917917917917918,97.06525744964183
-7.897897897897898,96.35559884208531
-7.877877877877878,95.64834504173844
-7.857857857857858,94.94349604860115
-7.837837837837838,94.2410518626735
-7.817817817817818,93.54101248395544
-7.797797797797798,92.84337791244697
-7.777777777777778,92.14814814814814
-7.757757757757758,91.45532319105892
-7.737737737737738,90.7649030411793
-7.717717717717718,90.07688769850931
-7.697697697697698,89.39127716304891
-7.677677677677678,88.70807143479816
-7.657657657657658,88.02727051375702
-7.637637637637638,87.34887439992544
-7.617617617617618,86.67288309330353
-7.597597597597598,85.9992965938912
-7.5775775775775776,85.32811490168847
-7.5575575575575575,84.65933801669537
-7.5375375375375375,83.9929659389119
-7.5175175175175175,83.328998668338
-7.4974974974974975,82.66743620497373
-7.4774774774774775,82.00827854881909
-7.4574574574574575,81.35152569987405
-7.4374374374374375,80.69717765813861
-7.4174174174174174,80.04523442361283
-7.397397397397397,79.3956959962966
-7.377377377377377,78.74856237619001
-7.357357357357357,78.10383356329304
-7.337337337337337,77.46150955760565
-7.317317317317317,76.82159035912791
-7.297297297297297,76.18407596785975
-7.277277277277277,75.54896638380121
-7.257257257257257,74.91626160695232
-7.237237237237237,74.28596163731298
-7.217217217217217,73.65806647488328
